docid	position	length	mention	url
2018-05-24_00_English	679	17	Coupe de la Ligue	https://en.wikipedia.org/wiki/Coupe_de_la_Ligue
2018-05-24_00_English	698	15	Coupe de France	https://en.wikipedia.org/wiki/Coupe_de_France
2018-05-24_00_English	749	7	Ligue 1	https://en.wikipedia.org/wiki/Ligue_1
2018-05-24_00_English	832	7	Spanish	https://en.wikipedia.org/wiki/Spain
2018-05-24_00_English	856	10	Sevilla FC	https://en.wikipedia.org/wiki/Sevilla_FC
2018-05-24_00_English	912	18	UEFA Europa League	https://en.wikipedia.org/wiki/UEFA_Europa_League
2018-05-24_00_English	1018	17	Borussia Dortmund	https://en.wikipedia.org/wiki/Borussia_Dortmund
2018-05-24_00_English	1044	13	Thomas Tuchel	https://en.wikipedia.org/wiki/Thomas_Tuchel
2018-05-24_00_English	1194	15	Atlético Madrid	https://en.wikipedia.org/wiki/Atl%C3%A9tico_Madrid
2018-05-24_00_English	1266	21	UEFA Champions League	https://en.wikipedia.org/wiki/UEFA_Champions_League
2018-05-25_00_Italian	36	7	Italian	https://en.wikipedia.org/wiki/Italy
2018-05-25_00_Italian	44	8	football	https://en.wikipedia.org/wiki/Association_football
2018-05-25_00_Italian	58	10	SSC Napoli	https://en.wikipedia.org/wiki/SSC_Napoli
2018-05-25_00_Italian	79	15	Carlo Ancelotti	https://en.wikipedia.org/wiki/Carlo_Ancelotti
2018-05-25_00_Italian	192	6	Naples	https://en.wikipedia.org/wiki/Naples
2018-05-25_00_Italian	292	6	Europe	https://en.wikipedia.org/wiki/Europe
2018-05-25_00_Italian	340	7	Chelsea	https://en.wikipedia.org/wiki/Chelsea_F.C.
2018-05-25_00_Italian	361	19	Paris Saint-Germain	https://en.wikipedia.org/wiki/Paris_Saint-Germain
2018-05-25_00_Italian	386	7	Germany	https://en.wikipedia.org/wiki/Germany
2018-05-25_00_Italian	396	13	Bayern Munich	https://en.wikipedia.org/wiki/FC_Bayern_M%C3%BCnchen
2018-05-25_00_Italian	433	21	UEFA Champions League	https://en.wikipedia.org/wiki/UEFA_Champions_League
2018-05-25_00_Italian	512	8	AC Milan	https://en.wikipedia.org/wiki/A.C._Milan
2018-05-25_00_Italian	556	11	Real Madrid	https://en.wikipedia.org/wiki/Real_Madrid
2018-05-25_00_Italian	675	10	Bundesliga	https://en.wikipedia.org/wiki/Bundesliga
2018-05-25_00_Italian	849	14	Maurizio Sarri	https://en.wikipedia.org/wiki/Maurizio_Sarri
2018-05-25_00_Italian	960	7	Serie A	https://en.wikipedia.org/wiki/Serie_A
2018-05-25_00_Italian	1045	8	Juventus	https://en.wikipedia.org/wiki/Juventus_F.C.
2018-05-25_00_Italian	1075	21	Aurelio De Laurentiis	https://en.wikipedia.org/wiki/Aurelio_De_Laurentiis
2018-05-25_00_Italian	1134	7	Twitter	https://en.wikipedia.org/wiki/Twitter
2018-05-25_01_US	40	2	US	https://en.wikipedia.org/wiki/United_States
2018-05-25_01_US	474	13	Roger Goodell	https://en.wikipedia.org/wiki/Roger_Goodell
2018-05-25_01_US	509	7	Atlanta	https://en.wikipedia.org/wiki/Atlanta
2018-05-25_01_US	886	19	San Francisco 49ers	https://en.wikipedia.org/wiki/San_Francisco_49ers
2018-05-25_01_US	918	16	Colin Kaepernick	https://en.wikipedia.org/wiki/Colin_Kaepernick
2018-05-25_01_US	1185	24	The Star-Spangled Banner	https://en.wikipedia.org/wiki/The_Star-Spangled_Banner
2018-05-25_01_US	1368	23	NFL Players Association	https://en.wikipedia.org/wiki/NFL_Players_Association
2018-05-25_01_US	1583	9	Eric Reid	https://en.wikipedia.org/wiki/Eric_Reid
2018-05-25_01_US	2158	13	New York Jets	https://en.wikipedia.org/wiki/New_York_Jets
2018-05-25_01_US	2185	19	Christopher Johnson	https://en.wikipedia.org/wiki/Christopher_Johnson
2018-05-25_01_US	2381	8	Jed York	https://en.wikipedia.org/wiki/Jed_York
2018-05-25_01_US	2464	12	Barack Obama	https://en.wikipedia.org/wiki/Barack_Obama
2018-05-25_01_US	2578	12	Donald Trump	https://en.wikipedia.org/wiki/Donald_Trump
2018-05-25_01_US	2907	15	Malcolm Jenkins	https://en.wikipedia.org/wiki/Malcolm_Jenkins
2018-05-25_01_US	2949	19	Philadelphia Eagles	https://en.wikipedia.org/wiki/Philadelphia_Eagles
2018-05-25_01_US	3224	10	Chris Long	https://en.wikipedia.org/wiki/Chris_Long
2018-05-25_01_US	3297	7	Twitter	https://en.wikipedia.org/wiki/Twitter
2018-05-25_01_US	3490	14	Sage Rosenfels	https://en.wikipedia.org/wiki/Sage_Rosenfels
2018-05-25_01_US	3896	8	Fox News	https://en.wikipedia.org/wiki/Fox_News
2018-05-25_02_Stacey	40	13	Stacey Abrams	https://en.wikipedia.org/wiki/Stacey_Abrams
2018-05-25_02_Stacey	65	30	United States Democratic Party	https://en.wikipedia.org/wiki/Democratic_Party_(United_States)
2018-05-25_02_Stacey	137	7	Georgia	https://en.wikipedia.org/wiki/Georgia_(U.S._state)
2018-05-25_02_Stacey	211	8	election	https://en.wikipedia.org/wiki/Georgia_gubernatorial_election,_2018
2018-05-25_02_Stacey	713	16	primary election	https://en.wikipedia.org/wiki/primary_election
2018-05-25_02_Stacey	837	12	Stacey Evans	https://en.wikipedia.org/wiki/Stacey_Evans
2018-05-25_02_Stacey	1637	8	Gulfport	https://en.wikipedia.org/wiki/Gulfport,_Mississippi
2018-05-25_02_Stacey	1647	11	Mississippi	https://en.wikipedia.org/wiki/Mississippi
2018-05-25_02_Stacey	1673	7	Atlanta	https://en.wikipedia.org/wiki/Atlanta
2018-05-25_02_Stacey	1756	15	Yale Law School	https://en.wikipedia.org/wiki/Yale_Law_School
2018-05-25_02_Stacey	2018	32	Georgia House of Representatives	https://en.wikipedia.org/wiki/Georgia_House_of_Representatives
2018-05-25_02_Stacey	2444	24	earned income tax credit	https://en.wikipedia.org/wiki/earned_income_tax_credit
2018-05-25_02_Stacey	2612	16	Republican Party	https://en.wikipedia.org/wiki/Republican_Party_(United_States)
2018-05-25_02_Stacey	2921	11	Casey Cagle	https://en.wikipedia.org/wiki/Casey_Cagle
2018-05-25_02_Stacey	2964	10	Brian Kemp	https://en.wikipedia.org/wiki/Brian_Kemp
2018-05-25_02_Stacey	2992	15	runoff election	https://en.wikipedia.org/wiki/runoff_election
2018-05-26_00_South	38	13	South African	https://en.wikipedia.org/wiki/South_Africa
2018-05-26_00_South	52	9	cricketer	https://en.wikipedia.org/wiki/Cricket
2018-05-26_00_South	62	14	AB de Villiers	https://en.wikipedia.org/wiki/AB_de_Villiers
2018-05-26_00_South	182	7	Twitter	https://en.wikipedia.org/wiki/Twitter
2018-05-26_00_South	319	10	test match	https://en.wikipedia.org/wiki/Test_cricket
2018-05-26_00_South	338	7	England	https://en.wikipedia.org/wiki/England
2018-05-26_00_South	465	14	test centuries	https://en.wikipedia.org/wiki/Century_(cricket)
2018-05-26_00_South	528	9	Australia	https://en.wikipedia.org/wiki/Australia
2018-05-26_00_South	611	15	batting average	https://en.wikipedia.org/wiki/batting_average
2018-05-26_00_South	664	21	One Day International	https://en.wikipedia.org/wiki/One_Day_International
2018-05-26_00_South	744	8	Twenty20	https://en.wikipedia.org/wiki/Twenty20
2018-05-26_00_South	876	17	Wanderers Stadium	https://en.wikipedia.org/wiki/Wanderers_Stadium
2018-05-26_00_South	897	12	Johannesburg	https://en.wikipedia.org/wiki/Johannesburg
2018-05-26_00_South	967	5	balls	https://en.wikipedia.org/wiki/Bowling_(cricket)
2018-05-26_00_South	1183	20	Cricket South Africa	https://en.wikipedia.org/wiki/Cricket_South_Africa
2018-05-26_00_South	1387	21	Indian Premier League	https://en.wikipedia.org/wiki/Indian_Premier_League
2018-05-26_00_South	1421	27	Royal Challengers Bangalore	https://en.wikipedia.org/wiki/Royal_Challengers_Bangalore
2018-05-26_00_South	1582	6	Titans	https://en.wikipedia.org/wiki/Titans_(cricket_team)
2018-05-27_00_Pakistan	35	8	Pakistan	https://en.wikipedia.org/wiki/Pakistan
2018-05-27_00_Pakistan	61	10	parliament	https://en.wikipedia.org/wiki/Parliament_of_Pakistan
2018-05-27_00_Pakistan	77	17	National Assembly	https://en.wikipedia.org/wiki/National_Assembly_of_Pakistan
2018-05-27_00_Pakistan	137	35	Federally Administered Tribal Areas	https://en.wikipedia.org/wiki/Federally_Administered_Tribal_Areas
2018-05-27_00_Pakistan	214	18	Khyber Pakhtunkhwa	https://en.wikipedia.org/wiki/Khyber_Pakhtunkhwa
2018-05-27_00_Pakistan	276	6	Senate	https://en.wikipedia.org/wiki/Senate_of_Pakistan
2018-05-27_00_Pakistan	288	11	KP assembly	https://en.wikipedia.org/wiki/Khyber_Pakhtunkhwa_Assembly
2018-05-27_00_Pakistan	309	9	president	https://en.wikipedia.org/wiki/President_of_Pakistan
2018-05-27_00_Pakistan	604	9	Islamabad	https://en.wikipedia.org/wiki/Islamabad
2018-05-27_00_Pakistan	630	20	Shahid Khaqan Abbasi	https://en.wikipedia.org/wiki/Shahid_Khaqan_Abbasi
2018-05-27_00_Pakistan	705	29	Pashtunkhwa Milli Awami Party	https://en.wikipedia.org/wiki/Pashtunkhwa_Milli_Awami_Party
2018-05-27_00_Pakistan	739	24	Jamiat Ulema-e Islam (F)	https://en.wikipedia.org/wiki/Jamiat_Ulema-e_Islam_(F)
2018-05-27_00_Pakistan	838	10	Imran Khan	https://en.wikipedia.org/wiki/Imran_Khan
2018-05-27_00_Pakistan	856	24	Pakistan Tehreek-e-Insaf	https://en.wikipedia.org/wiki/Pakistan_Tehreek-e-Insaf
2018-05-27_00_Pakistan	1257	6	Bajaur	https://en.wikipedia.org/wiki/Bajaur_Agency
2018-05-27_00_Pakistan	1265	6	Khyber	https://en.wikipedia.org/wiki/Khyber_Agency
2018-05-27_00_Pakistan	1273	6	Kurram	https://en.wikipedia.org/wiki/Kurram_Agency
2018-05-27_00_Pakistan	1281	7	Mohmand	https://en.wikipedia.org/wiki/Mohmand_Agency
2018-05-27_00_Pakistan	1290	7	Orakzai	https://en.wikipedia.org/wiki/Orakzai_Agency
2018-05-27_00_Pakistan	1309	5	North	https://en.wikipedia.org/wiki/North_Waziristan
2018-05-27_00_Pakistan	1319	16	South Waziristan	https://en.wikipedia.org/wiki/South_Waziristan
2018-05-27_00_Pakistan	1470	22	Pakistani Constitution	https://en.wikipedia.org/wiki/Constitution_of_Pakistan
2018-05-27_00_Pakistan	1736	27	Frontier Crimes Regulations	https://en.wikipedia.org/wiki/Frontier_Crimes_Regulations
2018-05-27_00_Pakistan	3347	17	Pakistani Taliban	https://en.wikipedia.org/wiki/Tehrik-i-Taliban_Pakistan
2018-05-27_00_Pakistan	3369	8	al Qaeda	https://en.wikipedia.org/wiki/Al-Qaeda
2018-05-27_00_Pakistan	3540	24	Muttahida Qaumi Movement	https://en.wikipedia.org/wiki/Muttahida_Qaumi_Movement
2018-05-27_00_Pakistan	3581	13	Farooq Sattar	https://en.wikipedia.org/wiki/Farooq_Sattar
2018-05-27_01_Ireland	57	5	Irish	https://en.wikipedia.org/wiki/Ireland
2018-05-27_01_Ireland	220	12	constitution	https://en.wikipedia.org/wiki/Constitution_of_Ireland
2018-05-27_01_Ireland	350	12	Leo Varadkar	https://en.wikipedia.org/wiki/Leo_Varadkar
2018-05-27_01_Ireland	701	13	Dublin Castle	https://en.wikipedia.org/wiki/Dublin_Castle
2018-05-27_01_Ireland	734	7	spoiled	https://en.wikipedia.org/wiki/spoilt_vote
2018-05-27_01_Ireland	934	15	first trimester	https://en.wikipedia.org/wiki/first_trimester
2018-05-27_01_Ireland	1569	6	Indian	https://en.wikipedia.org/wiki/India
2018-05-27_01_Ireland	1627	6	Galway	https://en.wikipedia.org/wiki/Galway
2018-05-27_01_Ireland	1802	8	Catholic	https://en.wikipedia.org/wiki/Catholic_Church
2018-05-27_01_Ireland	1966	12	Pope Francis	https://en.wikipedia.org/wiki/Pope_Francis
2018-05-27_01_Ireland	2092	15	Hindustan Times	https://en.wikipedia.org/wiki/Hindustan_Times
2018-05-27_01_Ireland	2396	7	Donegal	https://en.wikipedia.org/wiki/Donegal
2018-05-27_01_Ireland	3145	8	Canadian	https://en.wikipedia.org/wiki/Canada
2018-05-27_01_Ireland	3169	14	Justin Trudeau	https://en.wikipedia.org/wiki/Justin_Trudeau
2018-05-28_00_Korean	35	12	South Korean	https://en.wikipedia.org/wiki/South_Korea
2018-05-28_00_Korean	58	11	Moon Jae-in	https://en.wikipedia.org/wiki/Moon_Jae-in
2018-05-28_00_Korean	74	12	North Korean	https://en.wikipedia.org/wiki/North_Korea
2018-05-28_00_Korean	94	11	Kim Jong Un	https://en.wikipedia.org/wiki/Kim_Jong-un
2018-05-28_00_Korean	141	19	Joint Security Area	https://en.wikipedia.org/wiki/Joint_Security_Area
2018-05-28_00_Korean	176	25	Korean Demilitarized Zone	https://en.wikipedia.org/wiki/Korean_demilitarized_zone
2018-05-28_00_Korean	218	13	United States	https://en.wikipedia.org/wiki/United_States
2018-05-28_00_Korean	242	12	Donald Trump	https://en.wikipedia.org/wiki/Donald_Trump
2018-05-28_00_Korean	283	26	June 12 high-level meeting	https://en.wikipedia.org/wiki/2018_North_Korea%E2%80%93United_States_summit
2018-05-28_00_Korean	313	9	Singapore	https://en.wikipedia.org/wiki/Singapore
2018-05-28_00_Korean	547	12	Choe Son Hui	https://en.wikipedia.org/wiki/Choe_Son-hui
2018-05-28_00_Korean	591	10	Mike Pence	https://en.wikipedia.org/wiki/Mike_Pence
2018-05-28_00_Korean	671	9	Pyongyang	https://en.wikipedia.org/wiki/Pyongyang
2018-05-28_00_Korean	814	33	Federation of American Scientists	https://en.wikipedia.org/wiki/Federation_of_American_Scientists
2018-05-28_00_Korean	1126	5	Tweet	https://en.wikipedia.org/wiki/Twitter
2018-05-28_00_Korean	1311	10	Blue House	https://en.wikipedia.org/wiki/Blue_House
2018-05-28_00_Korean	1622	10	Korean War	https://en.wikipedia.org/wiki/Korean_War
2018-05-28_00_Korean	1701	5	China	https://en.wikipedia.org/wiki/China
2018-05-28_00_Korean	1800	21	state-run news agency	https://en.wikipedia.org/wiki/Korean_Central_News_Agency
2018-05-28_00_Korean	1969	28	Punggye-ri Nuclear Test Site	https://en.wikipedia.org/wiki/Punggye-ri_Nuclear_Test_Site
2018-05-28_00_Korean	2168	3	NPR	https://en.wikipedia.org/wiki/NPR
2018-05-29_00_European	36	7	Spanish	https://en.wikipedia.org/wiki/Spain
2018-05-29_00_European	44	8	football	https://en.wikipedia.org/wiki/Association_football
2018-05-29_00_European	58	11	Real Madrid	https://en.wikipedia.org/wiki/Real_Madrid
2018-05-29_00_European	79	7	English	https://en.wikipedia.org/wiki/England
2018-05-29_00_European	92	9	Liverpool	https://en.wikipedia.org/wiki/Liverpool_F.C.
2018-05-29_00_European	109	9	Ukrainian	https://en.wikipedia.org/wiki/Ukraine
2018-05-29_00_European	127	4	Kiev	https://en.wikipedia.org/wiki/Kiev
2018-05-29_00_European	209	11	Gareth Bale	https://en.wikipedia.org/wiki/Gareth_Bale
2018-05-29_00_European	234	13	Karim Benzema	https://en.wikipedia.org/wiki/Karim_Benzema
2018-05-29_00_European	436	12	Dejan Lovren	https://en.wikipedia.org/wiki/Dejan_Lovren
2018-05-29_00_European	659	15	Virgil van Dijk	https://en.wikipedia.org/wiki/Virgil_van_Dijk
2018-05-29_00_European	824	12	Sergio Ramos	https://en.wikipedia.org/wiki/Sergio_Ramos
2018-05-29_00_European	987	8	Egyptian	https://en.wikipedia.org/wiki/Egypt
2018-05-29_00_European	1012	12	Adam Lallana	https://en.wikipedia.org/wiki/Adam_Lallana
2018-05-29_00_European	1097	5	Nacho	https://en.wikipedia.org/wiki/Nacho_Fern%C3%A1ndez
2018-05-29_00_European	1112	13	Dani Carvajal	https://en.wikipedia.org/wiki/Dani_Carvajal
2018-05-29_00_European	1256	4	Isco	https://en.wikipedia.org/wiki/Isco
2018-05-29_00_European	1358	9	Frenchman	https://en.wikipedia.org/wiki/France
2018-05-29_00_European	1468	10	Sadio Mané	https://en.wikipedia.org/wiki/Sadio_Man%C3%A9
2018-05-29_00_European	1519	12	Dejan Lovren	https://en.wikipedia.org/wiki/Dejan_Lovren
2018-05-29_00_European	1587	8	Welshman	https://en.wikipedia.org/wiki/Wales
2018-05-29_00_European	1691	7	Marcelo	https://en.wikipedia.org/wiki/Marcelo_(footballer,_born_1988)
2018-05-29_00_European	1997	12	Loris Karius	https://en.wikipedia.org/wiki/Loris_Karius
2018-05-29_00_European	2175	12	Jürgen Klopp	https://en.wikipedia.org/wiki/J%C3%BCrgen_Klopp
2018-05-29_00_European	2492	17	Borussia Dortmund	https://en.wikipedia.org/wiki/Borussia_Dortmund
2018-05-29_00_European	2567	13	Bayern Munich	https://en.wikipedia.org/wiki/FC_Bayern_M%C3%BCnchen
2018-05-29_00_European	2674	15	Zinedine Zidane	https://en.wikipedia.org/wiki/Zinedine_Zidane
2018-05-29_00_European	2771	11	Bob Paisley	https://en.wikipedia.org/wiki/Bob_Paisley
2018-05-29_00_European	2787	15	Carlo Ancelotti	https://en.wikipedia.org/wiki/Carlo_Ancelotti
2018-05-29_00_European	2884	17	Cristiano Ronaldo	https://en.wikipedia.org/wiki/Cristiano_Ronaldo
2018-05-29_00_European	2993	17	Manchester United	https://en.wikipedia.org/wiki/Manchester_United_F.C.
2018-05-30_00_Khyber	52	8	Pakistan	https://en.wikipedia.org/wiki/Pakistan
2018-05-30_00_Khyber	83	18	Khyber Pakhtunkhwa	https://en.wikipedia.org/wiki/Khyber_Pakhtunkhwa
2018-05-30_00_Khyber	134	35	Federally Administered Tribal Areas	https://en.wikipedia.org/wiki/Federally_Administered_Tribal_Areas
2018-05-30_00_Khyber	502	17	National Assembly	https://en.wikipedia.org/wiki/National_Assembly_of_Pakistan
2018-05-30_00_Khyber	563	6	Senate	https://en.wikipedia.org/wiki/Senate_of_Pakistan
2018-05-30_00_Khyber	611	21	Imtiaz Shahid Qureshi	https://en.wikipedia.org/wiki/Imtiaz_Shahid
2018-05-30_00_Khyber	829	24	Jamiat Ulema-e Islam (F)	https://en.wikipedia.org/wiki/Jamiat_Ulema-e_Islam_(F)
2018-05-30_00_Khyber	1264	23	Pakistani Supreme Court	https://en.wikipedia.org/wiki/Supreme_Court_of_Pakistan
2018-05-30_00_Khyber	1292	19	Peshawar High Court	https://en.wikipedia.org/wiki/Peshawar_High_Court
2018-05-30_00_Khyber	1406	27	Frontier Crimes Regulations	https://en.wikipedia.org/wiki/Frontier_Crimes_Regulations
2018-05-30_00_Khyber	1716	14	Pervez Khattak	https://en.wikipedia.org/wiki/Pervez_Khattak
2018-05-30_00_Khyber	2172	38	Provincially Administered Tribal Areas	https://en.wikipedia.org/wiki/Provincially_Administered_Tribal_Areas
2018-05-30_00_Khyber	2316	8	Malakand	https://en.wikipedia.org/wiki/Malakand
2018-05-30_00_Khyber	2355	16	Inayatullah Khan	https://en.wikipedia.org/wiki/Inayatullah_Khan_(Pakistani_politician)
2018-05-30_00_Khyber	2373	12	Sardar Babak	https://en.wikipedia.org/wiki/Sardar_Babak
2018-05-30_00_Khyber	2390	10	Haider Ali	https://en.wikipedia.org/wiki/Haider_Ali_Khan
2018-05-30_00_Khyber	2406	17	Muhammad Ali Shah	https://en.wikipedia.org/wiki/Syed_Muhammad_Ali_Shah_Bacha
2018-05-30_00_Khyber	3423	17	Shaukat Yousafzai	https://en.wikipedia.org/wiki/Shaukat_Ali_Yousafzai
2018-05-30_00_Khyber	3519	29	Pashtunkhwa Milli Awami Party	https://en.wikipedia.org/wiki/Pashtunkhwa_Milli_Awami_Party
2018-05-30_00_Khyber	3634	11	Balochistan	https://en.wikipedia.org/wiki/Balochistan_(Pakistan)
2018-05-30_00_Khyber	3818	24	Pakistan Tehreek-e-Insaf	https://en.wikipedia.org/wiki/Pakistan_Tehreek-e-Insaf
2018-05-30_00_Khyber	4012	16	Frontier Regions	https://en.wikipedia.org/wiki/Frontier_Regions
2018-06-01_00_Photo	25	7	Toronto	https://en.wikipedia.org/wiki/Toronto
2018-06-01_00_Photo	62	5	anime	https://en.wikipedia.org/wiki/anime
2018-06-01_00_Photo	72	5	manga	https://en.wikipedia.org/wiki/manga
2018-06-01_00_Photo	89	11	Anime North	https://en.wikipedia.org/wiki/Anime_North
2018-06-01_00_Photo	351	10	Montrealer	https://en.wikipedia.org/wiki/Montreal
2018-06-01_00_Photo	1689	17	League of Legends	https://en.wikipedia.org/wiki/League_of_Legends
2018-06-02_00_Pakistani	37	9	Pakistani	https://en.wikipedia.org/wiki/Pakistan
2018-06-02_00_Pakistani	57	15	Mamnoon Hussain	https://en.wikipedia.org/wiki/Mamnoon_Hussain
2018-06-02_00_Pakistani	110	35	Federally Administered Tribal Areas	https://en.wikipedia.org/wiki/Federally_Administered_Tribal_Areas
2018-06-02_00_Pakistani	187	18	Khyber Pakhtunkhwa	https://en.wikipedia.org/wiki/Khyber_Pakhtunkhwa
2018-06-02_00_Pakistani	422	17	National Assembly	https://en.wikipedia.org/wiki/National_Assembly_of_Pakistan
2018-06-02_00_Pakistani	474	6	Senate	https://en.wikipedia.org/wiki/Senate_of_Pakistan
2018-06-02_00_Pakistani	594	14	Sadiq Sanjrani	https://en.wikipedia.org/wiki/Sadiq_Sanjrani
2018-06-02_00_Pakistani	803	7	British	https://en.wikipedia.org/wiki/United_Kingdom
2018-06-02_00_Pakistani	1154	23	Pakistani Supreme Court	https://en.wikipedia.org/wiki/Supreme_Court_of_Pakistan
2018-06-02_00_Pakistani	1182	19	Peshawar High Court	https://en.wikipedia.org/wiki/Peshawar_High_Court
2018-06-02_00_Pakistani	1296	26	Frontier Crimes Regulation	https://en.wikipedia.org/wiki/Frontier_Crimes_Regulation
2018-06-02_00_Pakistani	3415	28	Pakistan Muslim League-Nawaz	https://en.wikipedia.org/wiki/Pakistan_Muslim_League-Nawaz
2018-06-02_00_Pakistani	3565	24	Jamiat Ulema-e Islam (F)	https://en.wikipedia.org/wiki/Jamiat_Ulema-e_Islam_(F)
2018-06-02_00_Pakistani	3594	29	Pashtunkhwa Milli Awami Party	https://en.wikipedia.org/wiki/Pashtunkhwa_Milli_Awami_Party
2018-06-06_00_Microsoft	36	13	United States	https://en.wikipedia.org/wiki/United_States
2018-06-06_00_Microsoft	67	9	Microsoft	https://en.wikipedia.org/wiki/Microsoft
2018-06-06_00_Microsoft	110	6	GitHub	https://en.wikipedia.org/wiki/GitHub
2018-06-06_00_Microsoft	120	13	San Francisco	https://en.wikipedia.org/wiki/San_Francisco
2018-06-06_00_Microsoft	135	10	California	https://en.wikipedia.org/wiki/California
2018-06-06_00_Microsoft	213	3	Git	https://en.wikipedia.org/wiki/Git_(software)
2018-06-06_00_Microsoft	234	10	US Dollars	https://en.wikipedia.org/wiki/United_States_dollar
2018-06-06_00_Microsoft	676	14	Bloomberg L.P.	https://en.wikipedia.org/wiki/Bloomberg_L.P.
2018-06-06_00_Microsoft	966	12	Nat Friedman	https://en.wikipedia.org/wiki/Nat_Friedman
2018-06-06_00_Microsoft	1000	3	CEO	https://en.wikipedia.org/wiki/CEO
2018-06-06_00_Microsoft	1060	7	Xamarin	https://en.wikipedia.org/wiki/Xamarin
2018-06-06_00_Microsoft	1406	7	VS Code	https://en.wikipedia.org/wiki/VS_Code
2018-06-06_00_Microsoft	1539	8	Electron	https://en.wikipedia.org/wiki/Electron_(software_framework)
2018-06-06_00_Microsoft	1575	5	Azure	https://en.wikipedia.org/wiki/Microsoft_Azure
2018-06-10_00_New	58	5	PeerJ	https://en.wikipedia.org/wiki/PeerJ
2018-06-10_00_New	135	18	University of York	https://en.wikipedia.org/wiki/University_of_York
2018-06-10_00_New	256	11	whale shark	https://en.wikipedia.org/wiki/whale_shark
2018-06-10_00_New	438	13	IUCN Red List	https://en.wikipedia.org/wiki/IUCN_Red_List
2018-06-10_00_New	580	6	Mexico	https://en.wikipedia.org/wiki/Mexico
2018-06-10_00_New	588	6	Belize	https://en.wikipedia.org/wiki/Belize
2018-06-10_00_New	600	8	Maldives	https://en.wikipedia.org/wiki/Maldives
2018-06-10_00_New	614	9	Australia	https://en.wikipedia.org/wiki/Australia
2018-06-10_00_New	979	4	reef	https://en.wikipedia.org/wiki/coral_reef
2018-06-10_00_New	1029	6	metres	https://en.wikipedia.org/wiki/metre
2018-06-10_00_New	1040	2	ft	https://en.wikipedia.org/wiki/foot_(unit)
2018-06-10_00_New	1094	17	Great white shark	https://en.wikipedia.org/wiki/Great_white_shark
2018-06-10_00_New	1132	6	sharks	https://en.wikipedia.org/wiki/shark
2018-06-10_00_New	1161	13	filter feeder	https://en.wikipedia.org/wiki/filter_feeding
2018-06-10_00_New	1779	8	plankton	https://en.wikipedia.org/wiki/plankton
2018-06-10_00_New	1818	5	krill	https://en.wikipedia.org/wiki/krill
2018-06-10_00_New	2234	3	USD	https://en.wikipedia.org/wiki/United_States_dollar
2018-06-11_00_India	39	9	Rajasthan	https://en.wikipedia.org/wiki/Rajasthan
2018-06-11_00_India	50	5	India	https://en.wikipedia.org/wiki/India
2018-06-11_00_India	57	7	Jodhpur	https://en.wikipedia.org/wiki/Jodhpur
2018-06-11_00_India	214	5	Allah	https://en.wikipedia.org/wiki/Allah
2018-06-11_00_India	227	7	Islamic	https://en.wikipedia.org/wiki/Islam
2018-06-11_00_India	249	6	Ramzan	https://en.wikipedia.org/wiki/Ramadan
2018-06-11_00_India	356	9	Piparcity	https://en.wikipedia.org/wiki/Piparcity
2018-06-13_00_Spanish	37	34	Real Federación Española de Fútbol	https://en.wikipedia.org/wiki/Real_Federaci%C3%B3n_Espa%C3%B1ola_de_F%C3%BAtbol
2018-06-13_00_Spanish	132	15	Julen Lopetegui	https://en.wikipedia.org/wiki/Julen_Lopetegui
2018-06-13_00_Spanish	166	7	Spanish	https://en.wikipedia.org/wiki/Spain
2018-06-13_00_Spanish	189	8	football	https://en.wikipedia.org/wiki/Association_football
2018-06-13_00_Spanish	252	7	capital	https://en.wikipedia.org/wiki/Madrid
2018-06-13_00_Spanish	274	11	Real Madrid	https://en.wikipedia.org/wiki/Real_Madrid
2018-06-13_00_Spanish	396	14	FIFA World Cup	https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018-06-13_00_Spanish	686	9	Krasnodar	https://en.wikipedia.org/wiki/Krasnodar
2018-06-13_00_Spanish	709	13	Luis Rubiales	https://en.wikipedia.org/wiki/Luis_Rubiales
2018-06-13_00_Spanish	1040	15	Fernando Hierro	https://en.wikipedia.org/wiki/Fernando_Hierro
2018-06-13_00_Spanish	1431	10	Portuguese	https://en.wikipedia.org/wiki/Portugal
2018-06-13_00_Spanish	1447	8	Porto FC	https://en.wikipedia.org/wiki/Porto_FC
2018-06-13_00_Spanish	1759	5	Sochi	https://en.wikipedia.org/wiki/Sochi
2018-06-13_01_Tennis	43	13	Roland Garros	https://en.wikipedia.org/wiki/Roland_Garros
2018-06-13_01_Tennis	68	5	Paris	https://en.wikipedia.org/wiki/Paris
2018-06-13_01_Tennis	88	4	Clay	https://en.wikipedia.org/wiki/clay_court
2018-06-13_01_Tennis	94	12	Rafael Nadal	https://en.wikipedia.org/wiki/Rafael_Nadal
2018-06-13_01_Tennis	116	8	Austrian	https://en.wikipedia.org/wiki/Austria
2018-06-13_01_Tennis	125	6	tennis	https://en.wikipedia.org/wiki/Tennis
2018-06-13_01_Tennis	139	13	Dominic Thiem	https://en.wikipedia.org/wiki/Dominic_Thiem
2018-06-13_01_Tennis	187	11	French Open	https://en.wikipedia.org/wiki/French_Open_(tennis)
2018-06-13_01_Tennis	308	10	Grand Slam	https://en.wikipedia.org/wiki/Grand_Slam_(tennis)
2018-06-13_01_Tennis	362	14	Margaret Court	https://en.wikipedia.org/wiki/Margaret_Court
