,Transferability Metric,Source Dataset,Transferability Metric Score,Test Mean IoU,Target Dataset
859,hscore,sunrgbd,339.8169860839844,0.22788189351558685,pcontext
860,hscore,bdd,441.1155700683594,0.2467824965715409,pcontext
861,hscore,scannet,250.01251220703125,0.2000553458929062,pcontext
862,hscore,pvoc,678.9710693359375,0.3578269183635712,pcontext
863,hscore,coco,750.287353515625,0.3932097852230072,pcontext
864,hscore,isaid,218.02471923828125,0.4951044321060181,pvoc
865,hscore,vkitti2,317.4453125,0.4732002913951874,pvoc
866,hscore,vgallery,250.9578857421875,0.4802064001560211,pvoc
867,hscore,camvid,338.9969482421875,0.4688556194305421,pvoc
868,hscore,kitti,280.75222778320307,0.4870017766952514,pvoc
869,hscore,city,396.969970703125,0.4720245599746704,pvoc
870,hscore,mapillary,536.0072021484375,0.4716634154319763,pvoc
871,hscore,suim,244.57159423828125,0.4747683107852936,pvoc
872,hscore,isprs,204.5283508300781,0.4237203598022461,pvoc
873,hscore,pcontext,493.17950439453125,0.6937801837921143,pvoc
874,hscore,ade,452.7942199707031,0.4697454869747162,pvoc
875,hscore,idd,478.4356994628906,0.4713362157344818,pvoc
876,hscore,sunrgbd,242.0027008056641,0.3951655030250549,pvoc
877,hscore,bdd,423.7816162109375,0.4732373654842377,pvoc
878,hscore,scannet,202.1581878662109,0.3684181272983551,pvoc
879,hscore,coco,1044.98388671875,0.7060430645942688,pvoc
880,hscore,isaid,249.92823791503903,0.2322429120540619,ade
881,hscore,vkitti2,417.5093383789063,0.2286168932914734,ade
882,hscore,vgallery,300.7894287109375,0.2225400060415268,ade
883,hscore,camvid,402.88775634765625,0.223785862326622,ade
884,hscore,kitti,341.1255798339844,0.22527043521404266,ade
885,hscore,city,401.1761474609375,0.2267426252365113,ade
886,hscore,mapillary,461.9817199707031,0.2286905199289322,ade
887,hscore,suim,253.7607421875,0.21790504455566406,ade
888,hscore,isprs,240.90591430664062,0.2188767045736313,ade
889,hscore,pcontext,378.9696960449219,0.2244292497634888,ade
890,hscore,idd,372.8450622558594,0.2251771241426468,ade
891,hscore,sunrgbd,319.4493408203125,0.2202808111906052,ade
892,hscore,bdd,369.2820739746094,0.2162834405899048,ade
893,hscore,scannet,200.99429321289062,0.2047383189201355,ade
894,hscore,pvoc,367.3393859863281,0.2116183042526245,ade
895,hscore,coco,480.5592956542969,0.2600853443145752,ade
896,hscore,isaid,239.28868103027344,0.30158302187919617,coco
897,hscore,vkitti2,314.1284484863281,0.2976023256778717,coco
898,hscore,vgallery,231.2516021728516,0.30154022574424744,coco
899,hscore,camvid,303.2937316894531,0.2974616587162018,coco
900,hscore,kitti,268.29440307617193,0.30201491713523865,coco
901,hscore,city,326.0202331542969,0.2927364706993103,coco
902,hscore,mapillary,417.89776611328125,0.2878898084163666,coco
903,hscore,suim,262.1478881835937,0.2897903621196747,coco
904,hscore,isprs,189.5956268310547,0.2880822420120239,coco
905,hscore,pcontext,358.8145751953125,0.2982653379440308,coco
906,hscore,ade,369.8107299804688,0.28686341643333435,coco
907,hscore,idd,338.70709228515625,0.2935314178466797,coco
908,hscore,sunrgbd,282.671875,0.2804397642612457,coco
909,hscore,bdd,319.09564208984375,0.2868475019931793,coco
910,hscore,scannet,201.6454925537109,0.2632288038730621,coco
911,hscore,pvoc,450.0141296386719,0.29352959990501404,coco
912,hscore,isaid,327.1879577636719,0.4679950475692749,kitti
913,hscore,vkitti2,796.0753173828125,0.4637660086154938,kitti
914,hscore,vgallery,452.9874267578125,0.4682630896568298,kitti
915,hscore,camvid,626.6024780273438,0.4701007604598999,kitti
916,hscore,city,866.2258911132812,0.5097879767417908,kitti
917,hscore,mapillary,870.0444946289062,0.5075771808624268,kitti
918,hscore,suim,384.3153381347656,0.4559333622455597,kitti
919,hscore,isprs,332.784912109375,0.4465798139572144,kitti
920,hscore,pcontext,529.55322265625,0.4734027087688446,kitti
921,hscore,ade,1277.302001953125,0.485243022441864,kitti
922,hscore,idd,764.6015014648438,0.4975958466529846,kitti
923,hscore,sunrgbd,330.4644775390625,0.4326200783252716,kitti
924,hscore,bdd,695.1589965820312,0.4863439500331879,kitti
925,hscore,scannet,248.4503173828125,0.4453966617584229,kitti
926,hscore,pvoc,692.9635620117188,0.4672366976737976,kitti
927,hscore,coco,855.865478515625,0.4881167113780975,kitti
928,hscore,isaid,282.68768310546875,0.4989903271198273,camvid
929,hscore,vkitti2,862.7559814453125,0.4893212914466858,camvid
930,hscore,vgallery,478.4913024902344,0.5069730281829834,camvid
931,hscore,kitti,699.0369873046875,0.5371167063713074,camvid
932,hscore,city,795.3665771484375,0.5564266443252563,camvid
933,hscore,mapillary,905.2611083984376,0.5760424733161926,camvid
934,hscore,suim,397.25396728515625,0.48915234208107,camvid
935,hscore,isprs,374.26220703125,0.4892949759960175,camvid
936,hscore,pcontext,588.5645141601562,0.5107795000076294,camvid
937,hscore,ade,1187.793701171875,0.5447724461555481,camvid
938,hscore,idd,754.6903686523438,0.5358354449272156,camvid
939,hscore,sunrgbd,514.1834716796875,0.5146802067756653,camvid
940,hscore,bdd,801.0762329101562,0.5494073033332825,camvid
941,hscore,scannet,290.79791259765625,0.5097765922546387,camvid
942,hscore,pvoc,767.2280883789062,0.5047959685325623,camvid
943,hscore,coco,808.5183715820312,0.5046649575233461,camvid
944,hscore,isaid,270.20816040039057,0.4230812191963196,city
945,hscore,vkitti2,717.4100952148438,0.42208772897720337,city
946,hscore,vgallery,421.6297607421875,0.4197588264942169,city
947,hscore,camvid,590.670166015625,0.4288424551486969,city
948,hscore,kitti,638.5263061523438,0.4268321096897125,city
949,hscore,mapillary,791.6702270507812,0.5052567720413208,city
950,hscore,suim,292.68408203125,0.4214944541454315,city
951,hscore,isprs,304.2760009765625,0.4000628888607025,city
952,hscore,pcontext,444.000244140625,0.43079546093940735,city
953,hscore,ade,703.619140625,0.4418688416481018,city
954,hscore,idd,609.1630859375,0.4694615602493286,city
955,hscore,sunrgbd,339.7823486328125,0.405397355556488,city
956,hscore,bdd,711.8212890625,0.4592298865318298,city
957,hscore,scannet,226.85855102539062,0.3926692306995392,city
958,hscore,pvoc,636.4326171875,0.4246866703033447,city
959,hscore,coco,504.2789306640625,0.44930359721183777,city
960,hscore,isaid,200.07699584960938,0.3802219033241272,idd
961,hscore,vkitti2,558.7780151367189,0.3845299482345581,idd
962,hscore,vgallery,298.36663818359375,0.3705231547355652,idd
963,hscore,camvid,465.5460205078125,0.37062591314315796,idd
964,hscore,kitti,453.2286987304688,0.37919020652771,idd
965,hscore,city,577.2849731445312,0.3985193967819214,idd
966,hscore,mapillary,717.744873046875,0.4325865209102631,idd
967,hscore,suim,293.2906188964844,0.3766075372695923,idd
968,hscore,isprs,249.8381805419922,0.3619232177734375,idd
969,hscore,pcontext,408.3315734863281,0.3870647251605988,idd
970,hscore,ade,845.9638671875,0.3875559270381928,idd
971,hscore,sunrgbd,349.8630676269531,0.3651407957077025,idd
972,hscore,bdd,596.120361328125,0.3977397382259369,idd
973,hscore,scannet,231.89404296875,0.351782500743866,idd
974,hscore,pvoc,626.661865234375,0.38511568307876587,idd
975,hscore,coco,984.455322265625,0.4091227948665619,idd
976,hscore,isaid,172.5927276611328,0.4468397796154022,bdd
977,hscore,vkitti2,471.20159912109375,0.4469320774078369,bdd
978,hscore,vgallery,234.9877777099609,0.4332362115383148,bdd
979,hscore,camvid,430.01458740234375,0.4611768126487732,bdd
980,hscore,kitti,377.0386047363281,0.4585668742656708,bdd
981,hscore,city,487.8368225097656,0.5004068613052368,bdd
982,hscore,mapillary,707.3966064453125,0.5859153866767883,bdd
983,hscore,suim,247.01499938964844,0.4409498870372772,bdd
984,hscore,isprs,201.55224609375,0.41049924492836,bdd
985,hscore,pcontext,352.50286865234375,0.4581012725830078,bdd
986,hscore,ade,858.39208984375,0.4860849976539612,bdd
987,hscore,idd,459.83868408203125,0.5142844319343567,bdd
988,hscore,sunrgbd,197.2265930175781,0.4178779125213623,bdd
989,hscore,scannet,171.14776611328125,0.3974407315254211,bdd
990,hscore,pvoc,504.4080505371094,0.4575003981590271,bdd
991,hscore,coco,991.1618041992188,0.5069599151611328,bdd
992,hscore,isaid,280.81674194335943,0.26072952151298523,mapillary
993,hscore,vkitti2,681.5720825195312,0.25741392374038696,mapillary
994,hscore,vgallery,393.6543884277344,0.2546892762184143,mapillary
995,hscore,camvid,549.6849365234375,0.2549507021903992,mapillary
996,hscore,kitti,541.6146850585939,0.2554860115051269,mapillary
997,hscore,city,651.8785400390625,0.2875230312347412,mapillary
998,hscore,suim,352.75140380859375,0.2561517357826233,mapillary
999,hscore,isprs,294.437744140625,0.2471086084842682,mapillary
1000,hscore,pcontext,492.92901611328125,0.26817020773887634,mapillary
1001,hscore,ade,971.2604370117188,0.27414900064468384,mapillary
1002,hscore,idd,595.6232299804688,0.2908155024051666,mapillary
1003,hscore,sunrgbd,380.13427734375,0.2393669784069061,mapillary
1004,hscore,bdd,685.0753784179688,0.2824128270149231,mapillary
1005,hscore,scannet,309.4838562011719,0.2320623993873596,mapillary
1006,hscore,pvoc,604.8284301757812,0.2606019973754883,mapillary
1007,hscore,coco,1231.5267333984375,0.2948775291442871,mapillary
1008,hscore,isaid,204.61573791503903,0.1916503608226776,sunrgbd
1009,hscore,vkitti2,292.2720947265625,0.18272536993026733,sunrgbd
1010,hscore,vgallery,217.88075256347656,0.1893861293792725,sunrgbd
1011,hscore,camvid,277.79751586914057,0.1808767467737198,sunrgbd
1012,hscore,kitti,241.1747894287109,0.1999163776636124,sunrgbd
1013,hscore,city,293.080322265625,0.18035291135311127,sunrgbd
1014,hscore,mapillary,273.1913452148437,0.18085160851478574,sunrgbd
1015,hscore,suim,206.1983337402344,0.2019830346107483,sunrgbd
1016,hscore,isprs,158.32791137695312,0.17626352608203888,sunrgbd
1017,hscore,pcontext,278.13287353515625,0.22244088351726526,sunrgbd
1018,hscore,ade,382.5314025878906,0.3138536214828491,sunrgbd
1019,hscore,idd,251.3654937744141,0.17898337543010712,sunrgbd
1020,hscore,bdd,216.8602294921875,0.18214774131774905,sunrgbd
1021,hscore,scannet,337.9254150390625,0.3259297311306,sunrgbd
1022,hscore,pvoc,278.70196533203125,0.20057378709316254,sunrgbd
1023,hscore,coco,343.4778137207031,0.32394856214523315,sunrgbd
1024,hscore,isaid,174.5712890625,0.1343507468700409,scannet
1025,hscore,vkitti2,248.5849914550781,0.13427439332008362,scannet
1026,hscore,vgallery,204.96484375,0.13483598828315735,scannet
1027,hscore,camvid,213.40679931640625,0.13558366894721985,scannet
1028,hscore,kitti,208.9798583984375,0.13729262351989746,scannet
1029,hscore,city,246.4556579589844,0.13296067714691162,scannet
1030,hscore,mapillary,239.58599853515625,0.13672104477882385,scannet
1031,hscore,suim,206.78759765625,0.13519951701164246,scannet
1032,hscore,isprs,185.41709899902344,0.11764591932296753,scannet
1033,hscore,pcontext,227.41976928710938,0.14731533825397491,scannet
1034,hscore,ade,310.5523681640625,0.18784499168396,scannet
1035,hscore,idd,234.74827575683597,0.13427282869815824,scannet
1036,hscore,sunrgbd,479.35040283203125,0.2443950921297073,scannet
1037,hscore,bdd,188.38023376464844,0.13256442546844482,scannet
1038,hscore,pvoc,213.45635986328125,0.1398753821849823,scannet
1039,hscore,coco,283.5526428222656,0.2238691598176956,scannet
1040,hscore,isaid,144.5143280029297,0.5341091752052307,suim
1041,hscore,vkitti2,177.0334930419922,0.5284412503242493,suim
1042,hscore,vgallery,138.52723693847656,0.5112492442131042,suim
1043,hscore,camvid,140.9266357421875,0.5042344331741333,suim
1044,hscore,kitti,114.24009704589844,0.5226122140884399,suim
1045,hscore,city,144.24050903320312,0.5079548358917236,suim
1046,hscore,mapillary,174.14846801757812,0.5001450181007385,suim
1047,hscore,isprs,105.99066925048828,0.4729554951190949,suim
1048,hscore,pcontext,125.56371307373048,0.5260260105133057,suim
1049,hscore,ade,116.3923568725586,0.5315997600555421,suim
1050,hscore,idd,141.8760986328125,0.5263171195983887,suim
1051,hscore,sunrgbd,129.44024658203122,0.4881995022296906,suim
1052,hscore,bdd,127.32342529296876,0.51978600025177,suim
1053,hscore,scannet,82.53053283691406,0.4776470065116882,suim
1054,hscore,pvoc,155.83595275878906,0.5354160070419312,suim
1055,hscore,coco,111.25588989257812,0.5499356985092163,suim
1056,hscore,isaid,344.28668212890625,0.5564932227134705,vkitti2
1057,hscore,vgallery,456.4432373046875,0.5599456429481506,vkitti2
1058,hscore,camvid,492.66259765625,0.5628300905227661,vkitti2
1059,hscore,kitti,567.3524780273438,0.5572342872619629,vkitti2
1060,hscore,city,678.1620483398438,0.5642663836479187,vkitti2
1061,hscore,mapillary,703.53857421875,0.5690399408340454,vkitti2
1062,hscore,suim,436.4390869140625,0.5539441108703613,vkitti2
1063,hscore,isprs,380.0574035644531,0.5381138920783997,vkitti2
1064,hscore,pcontext,543.35888671875,0.550104558467865,vkitti2
1065,hscore,ade,1051.567138671875,0.5583362579345703,vkitti2
1066,hscore,idd,587.4310302734375,0.5647382140159607,vkitti2
1067,hscore,sunrgbd,291.71453857421875,0.5493016242980957,vkitti2
1068,hscore,bdd,639.9074096679688,0.5633907914161682,vkitti2
1069,hscore,scannet,257.80026245117193,0.5458134412765503,vkitti2
1070,hscore,pvoc,808.314697265625,0.5499657988548279,vkitti2
1071,hscore,coco,799.098876953125,0.5554596781730652,vkitti2
1072,hscore,isaid,446.178466796875,0.7764548063278198,vgallery
1073,hscore,vkitti2,532.8751220703125,0.7770513296127319,vgallery
1074,hscore,camvid,433.3204956054688,0.7796114087104797,vgallery
1075,hscore,kitti,471.5010986328125,0.7769100069999695,vgallery
1076,hscore,city,374.9646301269531,0.7756106853485107,vgallery
1077,hscore,mapillary,491.189697265625,0.7825044393539429,vgallery
1078,hscore,suim,408.5430908203125,0.7694535851478577,vgallery
1079,hscore,isprs,298.3391418457031,0.7636131644248962,vgallery
1080,hscore,pcontext,409.81591796875,0.777569055557251,vgallery
1081,hscore,ade,685.9466552734375,0.7795850038528442,vgallery
1082,hscore,idd,469.2117919921875,0.7802566289901733,vgallery
1083,hscore,sunrgbd,855.333984375,0.7795549631118774,vgallery
1084,hscore,bdd,417.19476318359375,0.772309422492981,vgallery
1085,hscore,scannet,379.1779174804688,0.7724939584732056,vgallery
1086,hscore,pvoc,368.21136474609375,0.7717735767364502,vgallery
1087,hscore,coco,351.97076416015625,0.7805051803588867,vgallery
1088,logme,camvid,-0.02266043797135353,0.4344685673713684,isprs
1089,logme,mapillary,-0.031424857676029205,0.4501448273658752,isprs
1090,logme,city,-0.014582323841750622,0.4564622938632965,isprs
1091,logme,idd,-0.02302977629005909,0.43382176756858826,isprs
1092,logme,bdd,-0.0334864966571331,0.4523641467094421,isprs
1093,logme,coco,-0.011057836003601551,0.4565313756465912,isprs
1094,logme,ade,-0.02276135236024857,0.4453455805778504,isprs
1095,logme,kitti,-0.02448776736855507,0.4510539174079895,isprs
1096,logme,vkitti2,-0.04595453292131424,0.4517599940299988,isprs
1097,logme,pcontext,0.0018677286570891734,0.4495431780815125,isprs
1098,logme,pvoc,-0.045897915959358215,0.4292912483215332,isprs
1099,logme,vgallery,-0.050254810601472855,0.4303898811340332,isprs
1100,logme,sunrgbd,-0.05054251104593277,0.4203411638736725,isprs
1101,logme,suim,-0.04602320119738579,0.4439345300197601,isprs
1102,logme,isaid,-0.0052197957411408424,0.4944362640380859,isprs
1103,logme,scannet,-0.058247018605470664,0.4221469461917877,isprs
1104,logme,camvid,0.9598640203475952,0.340665340423584,isaid
1105,logme,mapillary,0.9179786443710328,0.3856968879699707,isaid
1106,logme,city,0.9411889910697936,0.3564017713069916,isaid
1107,logme,idd,0.9276006817817688,0.3871359825134277,isaid
1108,logme,bdd,0.9056967496871948,0.37296321988105774,isaid
1109,logme,coco,0.9360229372978209,0.3897742629051209,isaid
1110,logme,ade,0.9354118108749391,0.3740013241767883,isaid
1111,logme,kitti,0.9651749730110168,0.3703555762767792,isaid
1112,logme,vkitti2,0.9628015160560608,0.34070298075675964,isaid
1113,logme,pcontext,0.982287049293518,0.3941115736961365,isaid
1114,logme,pvoc,0.9196242094039916,0.37150999903678894,isaid
1115,logme,vgallery,0.9227673411369324,0.34656187891960144,isaid
1116,logme,sunrgbd,0.9349499344825744,0.3648094832897186,isaid
1117,logme,isprs,0.9342032074928284,0.3542763292789459,isaid
1118,logme,suim,0.916641354560852,0.3906171917915344,isaid
1119,logme,scannet,0.9506896734237672,0.3751470446586609,isaid
1120,logme,camvid,1.0243380069732666,0.2508440613746643,pcontext
1121,logme,mapillary,1.0651686191558838,0.264154851436615,pcontext
1122,logme,city,1.0367004871368408,0.2516387104988098,pcontext
1123,logme,idd,1.0386897325515747,0.2551575005054474,pcontext
1124,logme,bdd,1.0190356969833374,0.2467824965715409,pcontext
1125,logme,coco,1.1987327337265017,0.3932097852230072,pcontext
1126,logme,ade,1.0907862186431885,0.2815335690975189,pcontext
1127,logme,kitti,1.0338672399520874,0.2606618106365204,pcontext
1128,logme,vkitti2,1.0240474939346311,0.2500828206539154,pcontext
1129,logme,pvoc,1.1101834774017334,0.3578269183635712,pcontext
1130,logme,vgallery,0.9985017180442809,0.2583250105381012,pcontext
1131,logme,sunrgbd,0.9972336292266846,0.22788189351558685,pcontext
1132,logme,isprs,0.967865526676178,0.2445549666881561,pcontext
1133,logme,suim,0.977627456188202,0.2489817589521408,pcontext
1134,logme,isaid,0.9967909455299376,0.2616758942604065,pcontext
1135,logme,scannet,0.9898708462715148,0.2000553458929062,pcontext
1136,logme,camvid,0.715122401714325,0.4688556194305421,pvoc
1137,logme,mapillary,0.7881138324737549,0.4716634154319763,pvoc
1138,logme,city,0.7569590210914612,0.4720245599746704,pvoc
1139,logme,idd,0.7554479241371155,0.4713362157344818,pvoc
1140,logme,bdd,0.7184786200523376,0.4732373654842377,pvoc
1141,logme,coco,1.0855859518051147,0.7060430645942688,pvoc
1142,logme,ade,0.8048321604728699,0.4697454869747162,pvoc
1143,logme,kitti,0.739868700504303,0.4870017766952514,pvoc
1144,logme,vkitti2,0.6891668438911438,0.4732002913951874,pvoc
1145,logme,pcontext,1.0313173532485962,0.6937801837921143,pvoc
1146,logme,vgallery,0.6638978123664856,0.4802064001560211,pvoc
1147,logme,sunrgbd,0.6512642502784729,0.3951655030250549,pvoc
1148,logme,isprs,0.6150250434875488,0.4237203598022461,pvoc
1149,logme,suim,0.635060727596283,0.4747683107852936,pvoc
1150,logme,isaid,0.6900001168251038,0.4951044321060181,pvoc
1151,logme,scannet,0.633297860622406,0.3684181272983551,pvoc
1152,logme,camvid,1.301631212234497,0.223785862326622,ade
1153,logme,mapillary,1.317730188369751,0.2286905199289322,ade
1154,logme,city,1.304315447807312,0.2267426252365113,ade
1155,logme,idd,1.3033217191696167,0.2251771241426468,ade
1156,logme,bdd,1.304362416267395,0.2162834405899048,ade
1157,logme,coco,1.3622918128967283,0.2600853443145752,ade
1158,logme,kitti,1.3049778938293457,0.22527043521404266,ade
1159,logme,vkitti2,1.2969187498092651,0.2286168932914734,ade
1160,logme,pcontext,1.3287224769592283,0.2244292497634888,ade
1161,logme,pvoc,1.3065623044967651,0.2116183042526245,ade
1162,logme,vgallery,1.289936065673828,0.2225400060415268,ade
1163,logme,sunrgbd,1.3025860786437988,0.2202808111906052,ade
1164,logme,isprs,1.282312273979187,0.2188767045736313,ade
1165,logme,suim,1.2862541675567627,0.21790504455566406,ade
1166,logme,isaid,1.2971533536911009,0.2322429120540619,ade
1167,logme,scannet,1.2927672863006592,0.2047383189201355,ade
1168,logme,camvid,1.1566426753997805,0.2974616587162018,coco
1169,logme,mapillary,1.1700266599655151,0.2878898084163666,coco
1170,logme,city,1.157510757446289,0.2927364706993103,coco
1171,logme,idd,1.1580169200897217,0.2935314178466797,coco
1172,logme,bdd,1.1518713235855105,0.2868475019931793,coco
1173,logme,ade,1.1855463981628418,0.28686341643333435,coco
1174,logme,kitti,1.1641613245010376,0.30201491713523865,coco
1175,logme,vkitti2,1.151347041130066,0.2976023256778717,coco
1176,logme,pcontext,1.1984041929244995,0.2982653379440308,coco
1177,logme,pvoc,1.1833443641662598,0.29352959990501404,coco
1178,logme,vgallery,1.1430176496505735,0.30154022574424744,coco
1179,logme,sunrgbd,1.1500895023345947,0.2804397642612457,coco
1180,logme,isprs,1.1358559131622314,0.2880822420120239,coco
1181,logme,suim,1.143434762954712,0.2897903621196747,coco
1182,logme,isaid,1.1580133438110352,0.30158302187919617,coco
1183,logme,scannet,1.1470885276794434,0.2632288038730621,coco
1184,logme,camvid,0.8457107543945312,0.4701007604598999,kitti
1185,logme,mapillary,0.9624763727188109,0.5075771808624268,kitti
1186,logme,city,0.9451694488525392,0.5097879767417908,kitti
1187,logme,idd,0.9118969440460204,0.4975958466529846,kitti
1188,logme,bdd,0.880227267742157,0.4863439500331879,kitti
1189,logme,coco,0.860576868057251,0.4881167113780975,kitti
1190,logme,ade,0.8616811633110046,0.485243022441864,kitti
1191,logme,vkitti2,0.8413936495780945,0.4637660086154938,kitti
1192,logme,pcontext,0.8322563171386719,0.4734027087688446,kitti
1193,logme,pvoc,0.785653293132782,0.4672366976737976,kitti
1194,logme,vgallery,0.7809260487556458,0.4682630896568298,kitti
1195,logme,sunrgbd,0.7572782635688782,0.4326200783252716,kitti
1196,logme,isprs,0.7465943694114685,0.4465798139572144,kitti
1197,logme,suim,0.7519428730010986,0.4559333622455597,kitti
1198,logme,isaid,0.7510024905204773,0.4679950475692749,kitti
1199,logme,scannet,0.7403866052627563,0.4453966617584229,kitti
1200,logme,mapillary,0.9353486895561218,0.5760424733161926,camvid
1201,logme,city,0.8781214952468872,0.5564266443252563,camvid
1202,logme,idd,0.8760352730751038,0.5358354449272156,camvid
1203,logme,bdd,0.85690838098526,0.5494073033332825,camvid
1204,logme,coco,0.8291359543800354,0.5046649575233461,camvid
1205,logme,ade,0.8285006284713745,0.5447724461555481,camvid
1206,logme,kitti,0.817173421382904,0.5371167063713074,camvid
1207,logme,vkitti2,0.8140315413475037,0.4893212914466858,camvid
1208,logme,pcontext,0.8046711087226868,0.5107795000076294,camvid
1209,logme,pvoc,0.7671288251876831,0.5047959685325623,camvid
1210,logme,vgallery,0.7659130096435547,0.5069730281829834,camvid
1211,logme,sunrgbd,0.7421121597290039,0.5146802067756653,camvid
1212,logme,isprs,0.7403225302696228,0.4892949759960175,camvid
1213,logme,suim,0.7375803589820862,0.48915234208107,camvid
1214,logme,isaid,0.7342761158943176,0.4989903271198273,camvid
1215,logme,scannet,0.7232251763343811,0.5097765922546387,camvid
1216,logme,camvid,0.7690548300743103,0.4288424551486969,city
1217,logme,mapillary,0.9033827185630798,0.5052567720413208,city
1218,logme,idd,0.8203396201133728,0.4694615602493286,city
1219,logme,bdd,0.812800943851471,0.4592298865318298,city
1220,logme,coco,0.7841560840606691,0.44930359721183777,city
1221,logme,ade,0.7823652625083923,0.4418688416481018,city
1222,logme,kitti,0.7757995128631592,0.4268321096897125,city
1223,logme,vkitti2,0.7453675270080566,0.42208772897720337,city
1224,logme,pcontext,0.7506007552146912,0.43079546093940735,city
1225,logme,pvoc,0.7273566722869873,0.4246866703033447,city
1226,logme,vgallery,0.712286651134491,0.4197588264942169,city
1227,logme,sunrgbd,0.6921955347061157,0.405397355556488,city
1228,logme,isprs,0.6776169538497925,0.4000628888607025,city
1229,logme,suim,0.6812183260917664,0.4214944541454315,city
1230,logme,isaid,0.6860473155975342,0.4230812191963196,city
1231,logme,scannet,0.6722666025161743,0.3926692306995392,city
1232,logme,camvid,0.8554776906967163,0.37062591314315796,idd
1233,logme,mapillary,0.9732415080070496,0.4325865209102631,idd
1234,logme,city,0.9006807804107666,0.3985193967819214,idd
1235,logme,bdd,0.9086517095565796,0.3977397382259369,idd
1236,logme,coco,0.9121289849281312,0.4091227948665619,idd
1237,logme,ade,0.8801915645599365,0.3875559270381928,idd
1238,logme,kitti,0.8591722846031189,0.37919020652771,idd
1239,logme,vkitti2,0.8552893400192261,0.3845299482345581,idd
1240,logme,pcontext,0.8667649030685425,0.3870647251605988,idd
1241,logme,pvoc,0.8342306017875671,0.38511568307876587,idd
1242,logme,vgallery,0.8120417594909668,0.3705231547355652,idd
1243,logme,sunrgbd,0.7994170784950256,0.3651407957077025,idd
1244,logme,isprs,0.7793322205543518,0.3619232177734375,idd
1245,logme,suim,0.797590434551239,0.3766075372695923,idd
1246,logme,isaid,0.7850134968757629,0.3802219033241272,idd
1247,logme,scannet,0.7882224321365356,0.351782500743866,idd
1248,logme,camvid,0.5478430390357971,0.4611768126487732,bdd
1249,logme,mapillary,0.7233728766441345,0.5859153866767883,bdd
1250,logme,city,0.599057137966156,0.5004068613052368,bdd
1251,logme,idd,0.6252999305725098,0.5142844319343567,bdd
1252,logme,coco,0.605790376663208,0.5069599151611328,bdd
1253,logme,ade,0.5850297212600708,0.4860849976539612,bdd
1254,logme,kitti,0.5274683833122253,0.4585668742656708,bdd
1255,logme,vkitti2,0.5031983852386475,0.4469320774078369,bdd
1256,logme,pcontext,0.5476751327514648,0.4581012725830078,bdd
1257,logme,pvoc,0.5077704191207886,0.4575003981590271,bdd
1258,logme,vgallery,0.4405150413513184,0.4332362115383148,bdd
1259,logme,sunrgbd,0.4574644267559052,0.4178779125213623,bdd
1260,logme,isprs,0.427528977394104,0.41049924492836,bdd
1261,logme,suim,0.43351876735687256,0.4409498870372772,bdd
1262,logme,isaid,0.438596248626709,0.4468397796154022,bdd
1263,logme,scannet,0.4341166615486145,0.3974407315254211,bdd
1264,logme,camvid,1.1545690298080444,0.2549507021903992,mapillary
1265,logme,city,1.193987488746643,0.2875230312347412,mapillary
1266,logme,idd,1.1893683671951294,0.2908155024051666,mapillary
1267,logme,bdd,1.1843266487121582,0.2824128270149231,mapillary
1268,logme,coco,1.1878573894500732,0.2948775291442871,mapillary
1269,logme,ade,1.175005555152893,0.27414900064468384,mapillary
1270,logme,kitti,1.149994969367981,0.2554860115051269,mapillary
1271,logme,vkitti2,1.1445573568344116,0.25741392374038696,mapillary
1272,logme,pcontext,1.1639258861541748,0.26817020773887634,mapillary
1273,logme,pvoc,1.125797986984253,0.2606019973754883,mapillary
1274,logme,vgallery,1.119150996208191,0.2546892762184143,mapillary
1275,logme,sunrgbd,1.106897473335266,0.2393669784069061,mapillary
1276,logme,isprs,1.0920892953872678,0.2471086084842682,mapillary
1277,logme,suim,1.1039880514144895,0.2561517357826233,mapillary
1278,logme,isaid,1.1077779531478882,0.26072952151298523,mapillary
1279,logme,scannet,1.1015870571136477,0.2320623993873596,mapillary
1280,logme,camvid,0.7480704784393309,0.1808767467737198,sunrgbd
1281,logme,mapillary,0.7451772689819336,0.18085160851478574,sunrgbd
1282,logme,city,0.7479236125946045,0.18035291135311127,sunrgbd
1283,logme,idd,0.7460581064224243,0.17898337543010712,sunrgbd
1284,logme,bdd,0.7259318232536316,0.18214774131774905,sunrgbd
1285,logme,coco,0.9129183888435364,0.32394856214523315,sunrgbd
1286,logme,ade,0.8755812644958496,0.3138536214828491,sunrgbd
1287,logme,kitti,0.7456725835800171,0.1999163776636124,sunrgbd
1288,logme,vkitti2,0.7357578277587891,0.18272536993026733,sunrgbd
1289,logme,pcontext,0.8014411926269531,0.22244088351726526,sunrgbd
1290,logme,pvoc,0.7537233233451843,0.20057378709316254,sunrgbd
1291,logme,vgallery,0.7187702059745789,0.1893861293792725,sunrgbd
1292,logme,isprs,0.7123413681983948,0.17626352608203888,sunrgbd
1293,logme,suim,0.7189667224884033,0.2019830346107483,sunrgbd
1294,logme,isaid,0.735011637210846,0.1916503608226776,sunrgbd
1295,logme,scannet,0.8620963096618652,0.3259297311306,sunrgbd
1296,logme,camvid,0.7098275423049927,0.13558366894721985,scannet
1297,logme,mapillary,0.7092923521995544,0.13672104477882385,scannet
