LigandId,DockingScore,Smiles,dG,dGError
5955,-9.661,O=C(Nc1ccnc(Nc2cnn(C3CCOCC3)c2)c1)c1cc(O)ccc1Cl,-12.826,0.507
5956,-9.164,CC(O)c1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CCCO3)ncc2F)c(Cl)c1,17.008,0.509
5957,-8.92,O=C(CCO)Nc1cc(NC(=O)c2c(Cl)cc(CN3CCOCC3)cc2Cl)ccn1,-3.789,0.535
5958,-8.38,NC(=O)c1cccc(Nc2cc(NC(=O)c3ccccc3)ccn2)n1,4.153,0.463
5959,-8.006,Cc1ccc(Nc2cc(NC(=O)c3ccccc3)ccn2)nc1,13.695,0.448
5960,-8.004,O=C(Nc1ccnc(Nc2cnccn2)c1)c1cccc(F)c1,11.374,0.433
5961,-8.338,Cc1cc(C)cc(Nc2cc(NC(=O)c3ccccc3)ccn2)c1,9.293,0.471
5962,-8.321,O=C(Nc1ccnc(Nc2cnccn2)c1)c1ccccc1F,11.344,0.438
5963,-8.558,Cc1ccccc1C(=O)Nc1ccnc(Nc2ccccn2)c1,13.708,0.451
5964,-8.248,CN(C)C(=O)c1ccc(Nc2cc(NC(=O)c3ccccc3)ccn2)nc1,7.233,0.496
5965,-9.107,Nc1ccc(C(=O)Nc2ccnc(Nc3cccc(N)n3)c2)cc1,14.395,0.458
5966,-8.258,Cc1cccc(C)c1C(=O)Nc1ccnc(Nc2ncccn2)c1,17.263,0.461
5967,-8.828,CC(=O)Nc1cc(NC(=O)c2c(F)cc(F)cc2F)ccn1,3.729,0.432
5968,-8.717,O=C(Nc1ccnc(Nc2ccccc2)c1)c1ccc(F)cc1F,7.919,0.45
5969,-8.191,O=C(Nc1ccnc(Nc2ccccc2)c1)c1cccc(F)c1F,3.163,0.445
5970,-8.046,CC(=O)Nc1cc(NC(=O)c2ccc(F)cc2)ccn1,14.324,0.426
5971,-8.059,Nc1cc(NC(=O)c2ccccc2C(F)(F)F)ccn1,16.699,0.445
5972,-8.517,O=C(Nc1ccnc(Nc2ncccn2)c1)c1c(F)cccc1F,8.196,0.441
5973,-8.264,Cc1ccccc1C(=O)Nc1ccnc(Nc2ccccc2)c1,3.277,0.454
5974,-8.488,Nc1cccc(Nc2cc(NC(=O)c3ccccc3N)ccn2)n1,18.638,0.457
5975,-8.066,O=C(Nc1ccnc(Nc2ccccn2)c1)c1cccc(F)c1F,3.939,0.444
5976,-8.403,CNC(=O)c1ccc(Nc2cc(NC(=O)c3ccccc3)ccn2)nc1,5.869,0.481
5977,-8.278,Cc1ccc(Nc2cc(NC(=O)c3c(C)cccc3C)ccn2)nc1,23.605,0.472
5978,-8.621,CC(=O)Nc1cc(NC(=O)c2ccc(N)cc2)ccn1,11.62,0.431
5979,-8.053,Cc1ccc(C(=O)Nc2ccnc(Nc3ccccc3)c2)cc1,20.77,0.455
5980,-8.314,O=C(Nc1ccnc(Nc2ccccn2)c1)c1ccc(F)cc1F,7.627,0.447
5981,-8.816,Cc1cc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)nc(N2CCC2)n1,4.11,0.511
5982,-9.612,Cc1c(O)cccc1C(=O)Nc1cc(NC(=O)C2CC(O)C2)ncc1F,4.577,0.471
5983,-9.678,COc1cccc(F)c1C(=O)Nc1cc(NC(=O)C2CC2C#N)ncc1F,-13.844,0.469
5984,-8.812,Cc1cc(Cl)ccc1C(=O)Nc1cc(NC(=O)C2CCCO2)ncc1F,5.903,0.476
5985,-9.3,Nc1nc(Nc2cc(NC(=O)c3c(Cl)cccc3Br)c(F)cn2)cc(C2CC2)n1,-5.493,0.494
5986,-8.15,COc1ccc(F)c(C(=O)Nc2ccnc(NC(=O)C3CCCO3)c2)c1,16.159,0.473
5987,-8.857,Cc1cc(Nc2cc(NC(=O)c3ccc(O)cc3Cl)ccn2)nc(C2CC2)n1,-6.862,0.497
5988,-8.938,Cc1cc(Nc2cc(NC(=O)c3cccc(F)c3Cl)ccn2)nc(NC2CC2)n1,-13.758,0.506
5989,-9.039,Cc1cc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)nc(N2CCCC2)n1,0.326,0.527
5990,-8.663,Cc1ccc(C(=O)Nc2ccnc(Nc3cc(C)nc(N4CCC4)n3)c2)c(Cl)c1,-0.359,0.512
5991,-8.903,Nc1cccc(C(=O)Nc2ccnc(Nc3cnn(C4CCOCC4)c3)c2)c1Cl,-0.286,0.508
5992,-9.386,Cc1cc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)nc(N2CCC2)n1,-6.696,0.513
5993,-9.586,Nc1ccc(C(=O)Nc2ccnc(Nc3cnn(C4CCOCC4)c3)c2)c(Cl)c1,-6.345,0.511
5994,-9.04,COc1cccc(C(=O)Nc2cc(NC(=O)C3CC3C#N)ncc2F)c1F,15.75,0.475
5995,-8.727,COc1cccc(C(=O)Nc2cc(NC(=O)C3CC3C#N)ncc2F)c1,14.274,0.467
5996,-8.078,COc1ccc(C)c(C(=O)Nc2ccnc(NC(=O)C3CCCO3)c2)c1,16.293,0.478
5997,-9.533,O=C(Nc1cc(NC(=O)C2CCCO2)ncc1F)c1ccc(O)cc1Cl,-1.963,0.468
5998,-8.57,O=C(Nc1ccnc(Nc2cnn(C3CCOCC3)c2)c1)c1ccc(F)cc1Cl,-11.953,0.505
5999,-8.222,COc1ccc(C(=O)Nc2ccnc(NC(=O)C3CCCO3)c2)c(F)c1,8.281,0.477
6000,-8.525,Cc1cc(Nc2cc(NC(=O)c3cccc(O)c3Cl)ccn2)nc(C2CC2)n1,-2.955,0.497
6001,-9.197,Cc1ccc(C(=O)Nc2cc(NC(=O)C3CCCO3)ncc2F)c(Cl)c1,-3.262,0.474
6002,-8.634,Cc1ccc(Cl)cc1C(=O)Nc1cc(NC(=O)C2CCCO2)ncc1F,9.517,0.472
6003,-8.985,COc1ccc(C)c(C(=O)Nc2cc(NC(=O)C3CC3Cl)ncc2F)c1,-5.756,0.476
6004,-8.853,Cc1cc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)nc(N2CCC2)n1,-9.251,0.501
6005,-8.32,COc1cccc(C(=O)Nc2cc(NC(=O)C3CCOC3)ncc2F)c1,17.928,0.47
6006,-8.841,COc1cccc(F)c1C(=O)Nc1cc(NC(=O)C2CCOC2)ncc1F,-6.765,0.475
6007,-8.388,COc1cccc(C(=O)Nc2cc(NC(=O)C3CCOC3)ncc2F)c1F,14.081,0.476
6008,-9.244,COc1ccccc1C(=O)Nc1cc(NC(=O)C2CC2CO)ncc1F,-7.523,0.472
6009,-9.248,O=C(Nc1cc(NC(=O)c2c(Cl)cccc2Br)c(F)cn1)NC1CC(O)C1,6.557,0.482
6010,-8.159,COc1c(F)cccc1C(=O)Nc1cc(NC(=O)C2CCOC2)ncc1F,11.7,0.473
6011,-9.191,O=C(Nc1cc(NC(=O)C2CCCO2)ncc1F)c1cccc(O)c1Cl,4.39,0.466
6012,-8.438,COCCCNC(=O)Nc1cc(NC(=O)c2cc(C)ccc2Cl)ccn1,-0.863,0.489
6013,-8.493,COc1cccc(Cl)c1C(=O)Nc1ccnc(Nc2cc(C)no2)c1,-5.959,0.471
6014,-8.886,COc1ccc(C(=O)Nc2cc(NC(=O)C3CC3(F)F)ncc2F)c(C)c1,7.029,0.475
6015,-8.944,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2cccc(O)c2F)c(F)cn1,13.517,0.469
6016,-8.846,Cc1nc(CO)cc(Nc2cc(NC(=O)c3c(Cl)cccc3Br)ccn2)n1,-11.796,0.486
6017,-8.874,CCS(=O)(=O)Nc1ccc(Nc2cc(NC(=O)c3c(C)cccc3Cl)ccn2)nc1,5.074,0.524
6018,-9.007,O=C(Nc1ccnc(NC(=O)C2CCCO2)c1)c1cc(O)ccc1F,9.908,0.456
6019,-8.407,COc1cccc(C(=O)Nc2ccnc(NC(=O)NC3CCC3)c2)c1C,9.791,0.488
6020,-8.827,Cc1cccc(N)c1C(=O)Nc1cc(NC(=O)C2CC2(C)C)ncc1F,24.475,0.47
6021,-8.491,COc1cccc(C(=O)Nc2cc(NC(=O)C3CC(=O)C3)ncc2F)c1,8.926,0.471
6022,-8.952,Cc1c(Cl)cccc1C(=O)Nc1cc(NC(=O)NC2CCC2)ncc1F,4.495,0.476
6023,-8.68,COc1cccc(C)c1C(=O)Nc1ccnc(NC(=O)NC2CCC2)c1,11.165,0.481
6024,-8.517,Cc1cccc(C(=O)Nc2cc(NC(=O)C3CC3(C)C)ncc2F)c1N,11.751,0.475
6025,-8.531,COc1c(F)cccc1C(=O)Nc1cc(NC(=O)C2COC2)ncc1F,-12.833,0.462
6026,-8.867,COc1cc(F)ccc1C(=O)Nc1cc(NC(=O)C2CC2(C)C)ncc1F,-6.103,0.481
6027,-8.33,COc1cccc(C(=O)Nc2ccnc(NC(=O)NC3CCC3)c2)c1F,8.494,0.479
6028,-8.958,Cc1c(F)cccc1C(=O)Nc1cc(NC(=O)C2CC2C#N)ncc1F,10.265,0.463
6029,-8.505,COc1c(Cl)cccc1C(=O)Nc1cc(NC(=O)NC2CCC2)ncc1F,0.541,0.485
6030,-8.96,COc1cc(F)ccc1C(=O)Nc1cc(NC(=O)C2CC2C)ncc1F,-5.864,0.466
6031,-9.027,Cc1cccc(N)c1C(=O)Nc1cc(NC(=O)C2CC2C)ncc1F,20.835,0.459
6032,-8.688,COc1cccc(Cl)c1C(=O)Nc1ccnc(Nc2cc(C)nc(CO)n2)c1,-6.347,0.494
6033,-8.683,Cc1cccc(C(=O)Nc2cc(NC(=O)C3CCOC3)ncc2F)c1F,14.029,0.465
6034,-8.809,COc1cccc(Cl)c1C(=O)Nc1ccnc(Nc2cc(C)nc(C(C)C)n2)c1,-7.954,0.513
6035,-8.474,COCCCNC(=O)Nc1cc(NC(=O)c2cc(OC)ccc2Cl)ccn1,-0.087,0.504
6036,-8.799,COc1cccc(C(=O)Nc2cc(NC(=O)C3CC(=O)C3)ncc2F)c1F,4.452,0.478
6037,-8.3,Cc1cccc(C(=O)Nc2cc(NC(=O)C3CCOC3)ncc2F)c1C,8.609,0.474
6038,-8.545,Cc1ccc(C(=O)Nc2ccnc(NC(=O)C3CCCO3)c2)c(F)c1,14.668,0.465
6039,-8.788,COc1cccc(C(=O)Nc2cc(NC(=O)C3COC3)ncc2F)c1F,8.879,0.467
6040,-8.996,Cc1cccc(F)c1C(=O)Nc1cc(NC(=O)C2CCOC2)ncc1F,4.508,0.472
6041,-8.833,O=C(Nc1cc(NC(=O)C2CCOC2)ncc1F)c1cccc(O)c1F,10.915,0.462
6042,-8.78,Nc1nc(Nc2cc(NC(=O)c3cccc(Cl)c3)c(F)cn2)cc(C2CC2)n1,2.671,0.485
6043,-8.451,Cc1ccc(F)c(C(=O)Nc2ccnc(NC(=O)C3CCCO3)c2)c1,8.876,0.464
6044,-8.537,COc1cc(C)ccc1C(=O)Nc1cc(NC(=O)C2CC2(F)F)ncc1F,22.246,0.475
6045,-9.0,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2cccc(O)c2)c(F)cn1,12.096,0.464
6046,-8.927,Cc1cc(Nc2cc(NC(=O)c3ccccc3Cl)c(F)cn2)nc(C2CC2)n1,-14.871,0.493
6047,-8.354,COc1c(F)cccc1C(=O)Nc1ccnc(NC(=O)NC2CCC2)c1,6.601,0.478
6048,-8.309,C=Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)NCCCOC)c2)c(Cl)c1,-3.905,0.509
6049,-8.758,O=C(Nc1ccnc(NC(=O)C2CCCO2)c1)c1ccc(O)cc1F,7.843,0.46
6050,-8.931,COc1ccc(F)cc1C(=O)Nc1cc(NC(=O)C2CC2C)ncc1F,-12.082,0.467
6051,-8.585,COc1ccccc1C(=O)Nc1ccnc(NC(=O)NC2CC(O)C2)c1,7.061,0.489
6052,-8.539,CCc1cc(Nc2cc(NC(=O)c3c(F)cccc3Cl)ccn2)nc(N(C)C)n1,-11.323,0.502
6053,-8.323,COc1cc(Cl)c(C(=O)Nc2ccnc(Nc3cc(C)nn3C)c2)c(Cl)c1,5.698,0.501
6054,-8.808,COc1c(F)cccc1C(=O)Nc1cc(NC(=O)C2CC(=O)C2)ncc1F,-13.351,0.472
6055,-8.756,COc1cccc(F)c1C(=O)Nc1ccnc(NC(=O)NC2CCC2)c1,7.654,0.478
6056,-8.317,CNC(=O)C1CC1C(=O)Nc1cc(NC(=O)c2ccc(OC)cc2)c(F)cn1,9.898,0.497
6057,-8.427,COc1cccc(C(=O)Nc2cc(NC(=O)C3COC3)ncc2F)c1,13.19,0.461
6058,-8.966,COc1ccc(F)cc1C(=O)Nc1cc(NC(=O)C2CC2(C)C)ncc1F,-7.774,0.475
6059,-9.554,N#CC1CC1C(=O)Nc1cc(NC(=O)c2cccc(O)c2F)c(F)cn1,0.127,0.456
6060,-9.23,COc1cccc(Cl)c1C(=O)Nc1cc(Nc2cc(CO)ccn2)ncc1F,2.349,0.483
6061,-9.577,Cc1c(O)cccc1C(=O)Nc1cc(NC(=O)C2CC2(F)F)ncc1F,8.706,0.46
6062,-9.353,Cc1cccc(C)c1C(=O)Nc1cc(NC(=O)C2CC2CO)ncc1F,10.91,0.472
6063,-9.27,COc1cc(Cl)c(C(=O)Nc2cc(NC(=O)NC3CCC3)ncc2F)c(Cl)c1,3.407,0.496
6064,-9.078,Nc1c(F)cccc1C(=O)Nc1cc(NC(=O)C2CC2CO)ncc1F,11.044,0.462
6065,-9.077,Cc1ccccc1C(=O)Nc1cc(NC(=O)C2CC2C#N)ncc1F,8.046,0.458
6066,-9.232,COC(=O)c1cccc(Nc2cc(NC(=O)c3cc(O)ccc3Cl)ccn2)n1,-4.451,0.491
6067,-8.285,CC(O)c1cc(Cl)c(C(=O)Nc2ccnc(Nc3ccn(C)n3)c2)c(Cl)c1,12.468,0.501
6068,-9.267,CC1CC1C(=O)Nc1cc(NC(=O)c2cccc(O)c2)c(F)cn1,8.839,0.453
6069,-9.953,O=C(Nc1cc(NC(=O)c2cc(O)ccc2Cl)c(F)cn1)NC1CCC1,-11.445,0.466
6070,-9.451,N#CC1CC1C(=O)Nc1cc(NC(=O)c2cccc(O)c2)c(F)cn1,9.802,0.455
6071,-9.521,CCc1cc(Nc2cc(NC(=O)c3c(F)cccc3Cl)ccn2)nc(NC)n1,-6.407,0.491
6072,-9.495,COc1cccc(F)c1C(=O)Nc1cc(NC(=O)C2CC(=O)C2)ncc1F,-7.228,0.469
6073,-9.496,N#CC1CC1C(=O)Nc1cc(NC(=O)c2ccccc2C(F)(F)F)c(F)cn1,-12.94,0.471
6074,-9.321,Cc1ccc(C(=O)Nc2cc(NC(=O)C3CC(O)C3)ncc2F)c(F)c1,1.839,0.468
6075,-9.301,CC(O)Cn1cc(Nc2cc(NC(=O)c3ccccc3Cl)ccn2)cn1,-5.549,0.485
6076,-9.315,O=C(Nc1cc(NC(=O)c2cccc(Cl)c2F)c(F)cn1)NC1CC(O)C1,5.665,0.481
6077,-8.271,COc1ccccc1C(=O)Nc1ccnc(Nc2cc(C3CC3)nc(N)n2)c1,1.469,0.494
6078,-9.101,O=C(Nc1cc(NC(=O)c2cccc(Cl)c2)c(F)cn1)NC1CC(O)C1,4.299,0.469
6079,-9.334,COc1cccc(F)c1C(=O)Nc1cc(NC(=O)C2COC2)ncc1F,-7.007,0.459
6080,-9.302,Cc1cc(Nc2cc(NC(=O)c3c(F)cccc3Cl)ccn2)nc(NC(C)C)n1,-14.426,0.514
6081,-9.306,Cc1c(N)cccc1C(=O)Nc1cc(NC(=O)C2CC2C)ncc1F,5.878,0.461
6082,-9.34,Cc1cc(Nc2cc(NC(=O)c3c(F)cccc3Cl)c(F)cn2)nc(C2CC2)n1,-18.546,0.493
6083,-9.185,Nc1nc(Nc2cc(NC(=O)c3ccc(Cl)cc3Cl)c(F)cn2)cc(C2CC2)n1,-6.164,0.503
6084,-9.047,Cc1cc(Nc2cc(NC(=O)c3c(N)cccc3Cl)ccn2)nc(NC(C)C)n1,-3.067,0.511
6085,-9.332,Cc1ccc(C(=O)Nc2cc(NC(=O)C3CC(O)C3)ncc2F)c(C)c1,7.231,0.48
6086,-9.091,O=C(Nc1cc(NC(=O)C2CCOC2)ncc1F)c1cccc(O)c1,11.127,0.459
6087,-9.45,CC1CC1C(=O)Nc1cc(NC(=O)c2cccc(O)c2F)c(F)cn1,5.202,0.452
6088,-9.426,O=C(Nc1cc(NC(=O)c2ccc(Cl)cc2Cl)c(F)cn1)NC1CC(O)C1,-3.144,0.485
6089,-9.085,Cc1c(N)cccc1C(=O)Nc1cc(NC(=O)C2CC2(C)C)ncc1F,12.701,0.475
6090,-8.142,COc1cccc(Cl)c1C(=O)Nc1cc(NCC2CC2)ncc1F,14.761,0.452
6091,-9.612,CC(=O)NCC1CC1C(=O)Nc1cc(NC(=O)c2cccc(F)c2F)c(F)cn1,10.864,0.496
6092,-9.35,Nc1nc(Nc2cc(NC(=O)c3cccc(Cl)c3F)c(F)cn2)cc(C2CC2)n1,-0.614,0.49
6093,-8.283,COc1ccc(Cl)c(C(=O)Nc2ccnc(Nc3cc(Cl)nc(C)n3)c2)c1,3.292,0.484
6094,-8.866,CC(=O)NCC1CC1C(=O)Nc1cc(NC(=O)c2ccc(F)cc2)c(F)cn1,16.667,0.494
6095,-8.609,Cc1cc(Cl)ccc1C(=O)Nc1ccnc(Nc2cccc(CO)n2)c1,10.726,0.483
6096,-9.198,Cc1cccc(F)c1C(=O)Nc1cc(NC(=O)C2CC(=O)C2)ncc1F,2.645,0.461
6097,-8.725,Nc1ccc(Cl)cc1C(=O)Nc1cc(NC(=O)NC2CCC2)ncc1F,11.781,0.471
6098,-8.385,Cc1cccc(C(=O)Nc2ccnc(NC(=O)NC3CCC3)c2)c1F,4.15,0.465
6099,-9.402,COc1ccc(Cl)c(C(=O)Nc2cc(NC(=O)Nc3ccccn3)ncc2F)c1,-6.78,0.497
6100,-8.156,Cc1ccc(C(=O)Nc2cc(NC(=O)C3CC3C(N)=O)ncc2F)c(C)c1,13.846,0.483
6101,-8.471,COc1cc(Cl)cc(Cl)c1C(=O)Nc1ccnc(NC(=O)CC#N)c1,3.663,0.467
6102,-8.819,COC(=O)c1ccnc(Nc2cc(NC(=O)c3cc(O)ccc3Cl)ccn2)c1,4.108,0.49
6103,-8.789,Cc1cc(Nc2cc(NC(=O)c3c(Cl)cc(CO)cc3Cl)ccn2)no1,1.111,0.482
6104,-8.609,O=C(Nc1ccnc(Nc2cncc(CO)n2)c1)c1ccc(Cl)cc1F,13.085,0.477
6105,-8.293,Cc1cc(Cl)ccc1C(=O)Nc1ccnc(Nc2cncc(CO)n2)c1,15.294,0.484
6106,-9.413,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2ccc(N)cc2F)c(F)cn1,-0.161,0.466
6107,-8.869,O=C(Nc1cc(NC(=O)c2cccc(O)c2F)ccn1)NC1CCC1,2.834,0.464
6108,-8.744,COc1ccnc(Nc2cc(NC(=O)c3c(Cl)cc(C(C)O)cc3Cl)ccn2)c1,15.849,0.512
6109,-9.31,COc1cc(Cl)cc(Cl)c1C(=O)Nc1ccnc(NC(=O)CCO)c1,13.54,0.475
6110,-8.614,Cc1cc(F)ccc1C(=O)Nc1cc(NC(=O)C2CC2(C)C)ncc1F,7.784,0.471
6111,-8.479,Cc1ccc(Cl)cc1C(=O)Nc1ccnc(Nc2cncc(CO)n2)c1,11.324,0.481
6112,-8.614,Cc1cc(Nc2cc(NC(=O)c3cccc(Cl)c3F)ccn2)nc(N)n1,-5.693,0.471
6113,-8.478,C=Cc1cc(Cl)c(C(=O)Nc2ccnc(Nc3cc(C)nc(N)n3)c2)c(Cl)c1,1.735,0.495
6114,-8.207,CC(=O)c1cc(Cl)c(C(=O)Nc2cc(NCC3CC3)ncc2F)c(Cl)c1,18.957,0.479
6115,-8.207,COc1ccc(Cl)c(C(=O)Nc2ccnc(Nc3ccc(C#N)cn3)c2)c1,2.896,0.483
6116,-9.418,COc1ccc(C(=O)Nc2ccnc(NC(=O)CCO)c2)c(Cl)c1,8.544,0.469
6117,-8.388,COc1cccc(Nc2cc(NC(=O)c3ccc(O)cc3Cl)ccn2)n1,3.173,0.481
6118,-9.209,O=C(Nc1cc(NC(=O)c2c(Cl)cc(CO)cc2Cl)c(F)cn1)Oc1ccccc1,12.406,0.504
6119,-8.995,Cc1cccc(Nc2cc(NC(=O)c3ccc(O)cc3Cl)ccn2)c1,1.252,0.472
6120,-9.404,Nc1cccc(C(=O)Nc2cc(NC(=O)NC3CCC3)ncc2F)c1Cl,-8.784,0.468
6121,-9.029,Cc1ccc(F)cc1C(=O)Nc1cc(NC(=O)C2CC2C)ncc1F,-2.596,0.456
6122,-8.996,Cc1ccnc(Nc2cc(NC(=O)c3cc(O)ccc3Cl)ccn2)n1,11.488,0.468
6123,-9.042,O=C(Nc1ccnc(Nc2cccc(CO)n2)c1)c1cc(Cl)ccc1F,0.786,0.474
6124,-8.748,Cc1ccc(C(=O)Nc2cc(NC(=O)C3CC3(F)F)ncc2F)c(N)c1,13.991,0.462
6125,-8.156,COc1ccc(Cl)c(C(=O)Nc2ccnc(Nc3nccs3)c2)c1,4.538,0.463
6126,-8.768,Cn1ccc(Nc2cc(NC(=O)c3cccc(O)c3Cl)ccn2)n1,1.439,0.461
6127,-9.353,O=C(Nc1cc(NC(=O)C2COC2)ncc1F)c1cccc(O)c1,9.878,0.444
6128,-8.139,CNc1nc(C)cc(Nc2cc(NC(=O)c3cccc(Cl)c3N)ccn2)n1,10.277,0.493
6129,-8.295,COc1cc(Cl)cc(Cl)c1C(=O)Nc1ccnc(NC(=O)CSC)c1,8.343,0.479
6130,-9.023,Cc1nc(CO)cc(Nc2cc(NC(=O)c3ccc(Cl)cc3Cl)ccn2)n1,4.768,0.492
6131,-8.564,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2cc(N)ccc2F)c(F)cn1,7.158,0.467
6132,-8.592,O=C(Nc1ccnc(Nc2cncc(CO)n2)c1)c1cccc(F)c1Cl,3.372,0.474
6133,-8.78,Nc1nc(Nc2cc(NC(=O)c3cccc(F)c3F)ccn2)cc(C2CC2)n1,-3.593,0.481
6134,-8.45,Cc1cccc(C(=O)Nc2cc(NC(=O)C3CC(=O)C3)ncc2F)c1C,5.722,0.476
6135,-8.277,Cc1cc(Nc2cc(NC(=O)c3cc(F)ccc3Cl)ccn2)nc(N(C)C)n1,-8.214,0.496
6136,-8.769,Cc1ccc(C)c(C(=O)Nc2cc(NC(=O)C3CC3(C)C)ncc2F)c1,11.509,0.477
6137,-8.594,O=C(Nc1ccnc(Nc2nncs2)c1)c1cc(O)ccc1Cl,-8.272,0.447
6138,-9.016,Cc1nc(Nc2cc(NC(=O)c3c(Cl)cc(N)cc3Cl)ccn2)ccc1C#N,-0.065,0.487
6139,-8.414,Cc1cc(Nc2cc(NC(=O)c3c(Cl)cc(CF)cc3Cl)ccn2)on1,1.361,0.475
6140,-9.256,O=C1CC(C(=O)Nc2cc(NC(=O)c3cccc(O)c3)c(F)cn2)C1,10.353,0.457
6141,-8.59,Cc1coc(Nc2cc(NC(=O)c3c(Cl)cc(CO)cc3Cl)ccn2)n1,14.453,0.49
6142,-9.021,CN(C)c1nccc(Nc2cc(NC(=O)c3cc(O)ccc3Cl)ccn2)n1,-0.964,0.489
6143,-9.249,O=C(Nc1cc(NC(=O)C2CC2CO)ncc1F)c1cc(F)ccc1F,3.458,0.458
6144,-8.416,COc1ccc(Cl)c(C(=O)Nc2ccnc(Nc3cc(C)nc(Cl)n3)c2)c1,-2.899,0.487
6145,-8.588,Cc1cc(Nc2cc(NC(=O)c3cccc(Cl)c3F)ccn2)on1,-6.958,0.455
6146,-8.775,Cn1ccc(Nc2cc(NC(=O)c3ccc(O)cc3Cl)ccn2)n1,0.554,0.467
6147,-8.138,Cc1cc(Cl)ccc1C(=O)Nc1ccnc(NC(=O)CSC(F)F)c1,13.593,0.469
6148,-9.359,O=C(NCc1ccccc1)Nc1cc(NC(=O)c2cccc(O)c2Cl)ccn1,-0.387,0.498
6149,-8.745,Nc1ccc(Cl)c(C(=O)Nc2cc(NCC3CC3)ncc2F)c1,-0.236,0.439
6150,-8.294,COc1cc(Cl)c(C(=O)Nc2ccnc(Nc3cc(C)nc(N)n3)c2)c(Cl)c1,2.029,0.498
6151,-9.898,Nc1ccc(C(=O)Nc2cc(NC(=O)NC3CCC3)ncc2F)c(Cl)c1,-11.881,0.477
6152,-8.607,Cc1nc(CO)cc(Nc2cc(NC(=O)c3cccc(Cl)c3)ccn2)n1,-2.815,0.478
6153,-8.398,Cc1cc(Nc2cc(NC(=O)c3cccc(Cl)c3N)ccn2)nc(C(C)C)n1,9.64,0.505
6154,-8.38,COc1ccc(Cl)c(C(=O)Nc2ccnc(Nc3nccc(C)n3)c2)c1,11.723,0.479
6155,-9.223,O=C(Nc1cc(Nc2cc(CO)ccn2)ncc1F)c1c(Cl)cc(CF)cc1Cl,14.095,0.494
6156,-8.856,Cc1ccc(C)c(C(=O)Nc2cc(NC(=O)C3CC3C)ncc2F)c1,8.247,0.466
6157,-9.381,O=C(Nc1cc(NC(=O)C2COC2)ncc1F)c1cccc(O)c1F,8.335,0.449
6158,-8.152,Cc1cc(Nc2cc(NC(=O)c3cccc(Cl)c3N)ccn2)on1,0.223,0.46
6159,-8.601,Cc1cccc(F)c1C(=O)Nc1ccnc(NC(=O)NC2CCC2)c1,1.173,0.462
6160,-8.583,O=C(Nc1ccnc(Nc2cccc(CO)n2)c1)c1ccc(Cl)cc1F,11.206,0.479
6161,-8.01,Cc1cc(Nc2cc(NC(=O)c3cccc(Cl)c3F)ccn2)n[nH]1,-2.08,0.453
6162,-8.556,CCc1cc(Nc2cc(NC(=O)c3cc(Cl)ccc3Cl)ccn2)nc(NC)n1,3.256,0.496
6163,-8.849,O=C(Nc1cc(NC(=O)c2cccc(F)c2F)ccn1)NC1CC(O)C1,-3.683,0.47
6164,-8.565,CCn1cc(Nc2cc(NC(=O)c3c(Cl)cc(C)cc3Cl)ccn2)cn1,8.609,0.488
6165,-8.448,COc1ccc(C(=O)Nc2ccnc(Nc3cccc(C(N)=O)n3)c2)c(Cl)c1,6.552,0.498
6166,-9.064,CCOC(=O)c1ccc(Nc2cc(NC(=O)c3cc(N)ccc3Cl)ccn2)cc1,-3.963,0.509
6167,-8.759,Cc1ccc(F)cc1C(=O)Nc1cc(NC(=O)C2CC2(C)C)ncc1F,3.583,0.467
6168,-8.135,Cc1cc(Nc2cc(NC(=O)c3c(Cl)cc(CF)cc3Cl)ccn2)no1,0.04,0.475
6169,-8.303,CCc1cc(Nc2cc(NC(=O)c3c(Cl)cc(C)cc3Cl)ccn2)nc(N)n1,10.591,0.499
6170,-8.845,Cc1ccc(C(=O)Nc2ccnc(Nc3cncc(CO)n3)c2)c(Cl)c1,12.843,0.488
6171,-8.38,Cc1cc(Nc2cc(NC(=O)c3cc(N)ccc3Cl)ccn2)nc(N(C)C)n1,4.967,0.504
6172,-8.874,Cc1ccc(C(=O)Nc2ccnc(Nc3cccc(CO)n3)c2)c(Cl)c1,12.084,0.486
6173,-8.38,Cc1cnc(Nc2cc(NC(=O)c3c(Cl)cc(C(C)O)cc3Cl)ccn2)nc1,26.91,0.507
6174,-8.797,Cc1cc(Nc2cc(NC(=O)c3c(Cl)cc(CO)cc3Cl)ccn2)n[nH]1,4.693,0.478
6175,-8.085,CSCC(=O)Nc1cc(NC(=O)c2ccc(O)cc2Cl)ccn1,1.316,0.455
6176,-8.085,Cc1cc(Nc2cc(NC(=O)c3cccc(Cl)c3C)ccn2)on1,-1.254,0.458
6177,-8.967,Cc1nc(Cl)cc(Nc2cc(NC(=O)c3cc(O)ccc3Cl)ccn2)n1,-3.345,0.477
